id,review,positive,negative,neutral,Clean,Comfort,Facilities/Amenities,Location,Restaurant (dinner),Staff,View (Balcony),Breakfast,Room,Pool,Beach,Bathroom/Shower (toilet),Bar,Bed,Parking,Noise,Reception-checkin,Lift,Value for money,Wi-Fi,Generic,Aspect,
13857,The bathroom for my taste is a bit dated.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13858,The bathroom furnishings could have been a bit newer or at least in better condition.,,,1,,,,,,,,,,,,1,,,,,,,,,,,
13859,The bathroom had a bad smell almost always.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13860,The bathroom had a bit of a smell.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13861,The bathroom had a musty smell.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13862,"The bathroom had a nice and spacious shower, not with a curtain or bath tub, about which I was glad.",1,,,,1,,,,,,,,,,1,,,,,,,,,,,
13863,The bathroom had a sewer smell.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13864,"The bathroom had a shower curtain to separate the room in half, with no physical barrier on the ground to keep water from going all through the bathroom.",,1,,,,,,,,,,,,,1,1,,,,,,,,,,
13865,"The bathroom had a smell of dampness throughout the stay
The cleaners decided to sit on the stairs outside of our bedroom early in the morning, talking and using their phones loudly.",,1,,1,,,,,,,,,,,,,1,,,,,,,,,
13866,The bathroom had a very offal smell and it made the stay quite unbearable.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13867,The bathroom had a weird smell.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13868,"The bathroom had all the water coming out of the shower, so it was all wet.",,1,,,,,,,,,,,,,1,,,,,,,,,,,
13869,The bathroom had an unpleasant odor coming.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13870,The bathroom had an unpleasant odor coming.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13871,"The bathroom had an unpleasant odor coming. bathroom lights were clicking every 30 seconds and could be seen from the room, which also disturbed our sleep.",,1,,1,,,,,,,,,,,1,,1,,,,,,,,,
13872,"The bathroom had everything, but the sink was very small and I could only hang the shower on the hook above my head.",,,1,,,,,,,,,,,,1,,,,,,,,,,,
13873,"the bathroom had no heating,",,1,,,,,,,,,,,,,1,,,,,,,,,,,
13874,The bathroom had no ventilation and it was very hot inside.,,1,,,,1,,,,,,,,,1,,,,,,,,,,,
13875,The bathroom had no window and the aspiration system was not working.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13876,The bathroom had some operating issues.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13877,"The bathroom had stains and the showerwall has a gap below, so all the water is leaking on the floor.",,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13878,The bathroom had stains on the cabins.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13879,The bathroom had stains that can go away with a simple bleach wash.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13880,The bathroom had unpleasant sewer smell!,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13881,"The bathroom has a glass door into the bedroom, and an outer window with no curtains.",,1,,,,,,,,,,,,,1,,1,,,,,,,,,
13882,The bathroom has a kit will all kind of essentials you will need for your stay which was very nice.,1,,,,,1,,,,,,,,,1,,,,,,,,,,,
13883,"The bathroom has a window, which I suggest should be tinted.",1,,,,,,,,,,,,,,1,,,,,,,,,,,
13884,The bathroom has all the necessary accessories and a few sets of towels.,1,,,,,1,,,,,,,,,1,,,,,,,,,,,
13885,The bathroom has little light for personal hygiene.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13886,The bathroom has not been cleaned properly for weeks.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13887,The bathroom has seen better days and now has persistent limescale stains.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13888,The Bathroom has to be modernised.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13889,The bathroom in my room was not clean.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13890,The bathroom in the room could have been cleaner.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13891,"The bathroom in the room is not well maintained (not very spacious, without a window, without a bidet, with a toilet seat), an extra care would suffice.",,1,,,1,1,,,,,,1,,,1,,,,,,,,,,,
13892,The bathroom in the room should be renovated especially the shower,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13893,The bathroom is a bit small but still normal for such facilities.,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,
13894,The bathroom is a bit small.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13895,"The bathroom is a functioning bathroom, but is not an inviting place.",,,1,,,,,,,,,,,,1,,,,,,,,,,1,
13896,"The bathroom is atrocious, even dangerous.",,1,,,,,,,,,,,,,1,,,,,,,,,,,
13897,The bathroom is being renovated.,1,,,,,,,,,,,,,,1,,,,,,,,,,,
13898,The bathroom is below average in size.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13899,"The bathroom is blind, and so far so good we knew, but the fan is connected to the one in the next room.",,1,,,,,,,,,,,,,,,,,,,,,,,,
13900,"The bathroom is clean and dignified, but if you're over 6'2"", you'll have great difficulty in the toilet.",,,1,1,,,,,,,,,,,1,,,,,,,,,,1,
13901,The bathroom is clean with good facilities.,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,
13902,"The bathroom is combined with a toilet and washstand, which is not really convenient.",,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13903,"The bathroom is Danish design with the shower on top of the sink , it?s a little weird if you are not used to see this, but it?s functional.",,,1,,,,,,,,,,,,1,,,,,,,,,,1,
13904,The bathroom is dirty and ruined.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13905,"The bathroom is divided into three parts: shower, sink and toilet.",,,1,,,,,,,,,,,,1,,,,,,,,,,,
13906,The bathroom is in good condition but deserves a thorough cleaning of light fixtures or some flies or other insects are stuck.,,,1,1,,,,,,,,,,,1,,,,,,,,,,,
13907,"The bathroom is in need of refurbishment, not all toiletries were provided.",,1,,,,1,,,,,,,,,1,,,,,,,,,,,
13908,"The bathroom is just a tiny cabin with no ventilation/ fan, the sink drainage was super slow.",,1,,,,,,,,,,,,,1,,,,,,,,,,,
13909,"The bathroom is large, clean and very comfortable.",1,,,1,1,,,,,,,,,,1,,,,,,,,,,,
13910,"The bathroom is located on the mezzanine, low and cramped.",,1,,,,,1,,,,,,,,1,,,,,,,,,,,
13911,"The bathroom is made of glass which is only partly covered which does not give complete privacy, I found it odd, my husband did not mind though.",,1,,,,,,,,,,,,,1,,,,,,,,,,,
13912,The bathroom is missing Exhaust fan which cause a little bit too much moisture.,,1,,,,1,,,,,,,,,1,,,,,,,,,,,
13913,The bathroom is modern and clean.,1,,,1,,,,,,,,,,,1,,,,,,,,,,,
13914,The bathroom is more like a wet room where the floor gets flooded after each shower.,,1,,1,,,,,,,,1,,,1,,,,,,,,,,,
13915,The bathroom is not good.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13916,The bathroom is not quite practical.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13917,"The bathroom is not too convenient as the floor gets flooded after you take a shower, but it?s still pretty functional.",,,1,,1,,,,,,,,,,1,,,,,,,,,,1,
13918,"The bathroom is old, the bathtub impractical, the carpet worn, the furniture damaged.",,1,,,,1,,,,,,,,,1,,,,,,,,,,,
13919,"The bathroom is old, the bathtub impractical, the carpet worn,.",,1,,,,1,,,,,,,,,1,,,,,,,,,,,
13920,The bathroom is only separated by a sliding door.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13921,The bathroom is quite small and has no bidet.,,1,,,,1,,,,,,,,,1,,,,,,,,,,,
13922,The bathroom is really dirty.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13923,The bathroom is really small and very uncomfortable for showers!,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13924,The bathroom is really small but for two days it was ok compared to the price.,1,,,,1,,,,,,,,,,1,,,,,,,1,,,,
13925,"The bathroom is really tiny, and when you use the shower it?s a bit messy.",,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13926,"The bathroom is really tiny, but okay for a couple of nights.",1,,,,1,,,,,,,,,,1,,,,,,,,,,1,
13927,The bathroom is slightly small.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13928,"The bathroom is small, but clean.",,,1,1,1,,,,,,,,,,1,,,,,,,,,,1,
13929,The bathroom is small.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13930,The bathroom is spacious and nicely decorated.,1,,,,1,,,,,,,,,,1,,,,,,,,,,,
13931,"The bathroom is spacious but the pipes are clogged so expect to splash in the foam, the cleaning of the room is deplorable, hair (not mine) that are found in the room, traces of drops of water on the floor.",,,1,1,,,,,,,,,,,1,,,,,,,,,,1,
13932,The Bathroom is the worst thing here.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13933,The bathroom is too small.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13934,"The bathroom is veeeery small, and overall the room is tiny.",,1,,,1,,,,,,,1,,,1,,,,,,,,,,,
13935,The bathroom is very cramped.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13936,The bathroom is very old.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13937,"The bathroom is very small, but I already knew that.",,,1,,1,,,,,,,,,,1,,,,,,,,,,,
13938,The bathroom is very small.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13939,The bathroom is way too dark.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13940,The bathroom is well equipped.,1,,,,,,,,,,,,,,1,,,,,,,,,,,
13941,"The bathroom is with a glass wall to rest of the room, which means going to the toilet is not a very private experience, because the glass as the bottom and top is seethrough.",,1,,,,,,,,,,,,,1,,,,,,,,,,,
13942,The bathroom is worst that I've ever seen.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13943,"The bathroom lacked some maintenance, especially the shower needed some adjustment.",,1,,,,,,,,,,,,,1,,,,,,,,,,,
13944,The bathroom light did not turn off and so it shone through the window all night making it hard to sleep.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13945,The bathroom looked bigger in the pictures but nevertheless it was functional.,,,1,,1,,,,,,,,,,1,,,,,,,,,,,
13946,the bathroom looked newly remodeled and clean.,1,,,1,,,,,,,,1,,,1,,,,,,,,,,,
13947,The bathroom looks new and is therefore great.,1,,,,,,,,,,,,,,1,,,,,,,,,,,
13948,The bathroom looks really nice.,1,,,,,,,,,,,,,,1,,,,,,,,,,,
13949,The bathroom need to be descaling.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13950,The bathroom needs a makeover.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13951,The bathroom needs some grouting as there was some mildew.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13952,The bathroom of our room was also renovated during our stay without your informing us.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13953,The bathroom of the room was small and with an opening on the stairs.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13954,The bathroom of the room was very poorly distributed and small.,,1,,,,,,,,,,1,,,1,,,,,,,,,,,
13955,The bathroom outdated and calcified.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13956,The bathroom products provided could have been better and in bigger quantities.,,1,,,,1,,,,,,,,,1,,,,,,,,,,,
13957,The bathroom seemed very dark - a lamp smelled broken.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13958,The bathroom seems a little old.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13959,The bathroom should be renovated.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13960,"The bathroom should be totally redone (tiny sink, toilet wedged between wall and shower),.",,1,,,,,,,,,,,,,1,,,,,,,,,,,
13961,"The bathroom shower was also very big with plenty of towels, soap, shampoo, etc.",1,,,,1,1,,,,,,,,,1,,,,,,,,,,,
13962,The bathroom sink and shower were blocked and the water.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13963,The bathroom small.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13964,The bathroom smelled a little fishy.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13965,The bathroom smelled bad and the breakfast was really poor and low quality.,,1,,,,,,,,,1,,,,1,,,,,,,,,,,
13966,The bathroom smelled extremely from the drain.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13967,"The bathroom smelled horrendous, like a sour drain and the shower leaked.",,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13968,"The bathroom smelled like cigarette a lot, it looked like some people from the other rooms were smoking and the smell went through the grilles of the air conditioning.",,1,,1,,1,,,,,,,,,1,,,,,,,,,,,
13969,The bathroom smelled like sewage and I would change the shower stall.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13970,The bathroom smelled really bad with a chlorine.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13971,The bathroom smelled very moldy and some of the towels were not clean.,,1,,1,,1,,,,,,,,,1,,,,,,,,,,,
13972,The bathroom smelt of damp.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13973,The bathroom sodders show attention to the environment.,1,,,,,,,,,,,,,,1,,,,,,,,,,,
13974,The bathroom ventilation has never been cleaned.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13975,"The bathroom walls were dirty with stains, same for the room walls.",,1,,1,,,,,,,,1,,,1,,,,,,,,,,,
13976,The bathroom was a bit beat up.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13977,"The bathroom was a bit dirty, the back of the door hadn?t been wiped in quiet some time and the bath had a few hairs from a previous visitor.",,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13978,The bathroom was a bit moldy.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13979,The bathroom was a bit old and there was a bit of mould on the shower door hinges.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13980,"The bathroom was a bit old, and could be cleaner.",,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13981,"The bathroom was a bit old, the bathtub was narrow and noisy.",,1,,,1,,,,,,,,,,1,,,,1,,,,,,,
13982,The bathroom was a bit on the small side and furniture a bit dated.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13983,The bathroom was a bit outdated but everything was working fine so it was not a problem for us.,1,,,,,,,,,,,,,,1,,,,,,,,,,1,
13984,The bathroom was a bit small but that is being very picky.,,,1,,1,,,,,,,,,,1,,,,,,,,,,1,
13985,The bathroom was a bit small.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13986,The bathroom was a bit smelly.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
13987,The bathroom was a DISASTER! ,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13988,The bathroom was a good size.,1,,,,1,,,,,,,,,,1,,,,,,,,,,,
13989,The bathroom was a little bit small and not so practik.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
13990,The bathroom was a little too narrow.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13991,The bathroom was also clean and spacious.,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,
13992,"The bathroom was also not clean daily, although the owner said it would be cleaned daily.",,1,,1,,,,,1,,,,,,1,,,,,,,,,,,
13993,The bathroom was as good as open.,1,,,,,,,,,,,,,,1,,,,,,,,,,,
13994,The bathroom was at its smallest.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
13995,The bathroom was better than I expected.,1,,,,,,,,,,,,,,1,,,,,,,,,,,
13996,"The bathroom was big and the air conditioning was good, nice and friendly people at the front desk.",1,,,,1,1,,,,,,1,,,1,,,,,,,,,,1,
13997,The bathroom was clean and roomy and the shower powerful with nice toiletries.,1,,,1,,,,,,,,,,,1,,,,,,,,,,,
13998,"The bathroom was clean and spacious enough, and even there there was a big round window revealing wonderful view of the city.",1,,,1,1,,,,,,,,,,1,,,,,,,,,,,
13999,"The bathroom was decent, but a long way from modern standards and its ventilation was adequate at the most (another worsening factor in a heat wave, and had a? smell).",,,1,,1,,,,,,,,,,1,,,,,,,,,,1,
14000,The bathroom was dirty.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
14001,The bathroom was equipped with old furniture.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
14002,The bathroom was extreamly small (1 Sqm).,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
14003,The bathroom was extremely dirty (mould in the shower).,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
14004,"The bathroom was extremely small, at least in our room, but everything else was great.",,,1,,1,,,,,,,1,,,1,,,,,,,,,,1,
14005,The bathroom was fine.,1,,,,,,,,,,,,,,1,,,,,,,,,,,
14006,The bathroom was good.,1,,,,,,,,,,,,,,1,,,,,,,,,,,
14007,"The bathroom was handicap accessible, which we did not request.",,1,,,,,,,,,,,,,1,,,,,,,,,,,
14008,The bathroom was in need of refurbishment.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
14009,"The bathroom was indeed small, however it did not cause any inconvenience to us.",,,1,,1,,,,,,,,,,1,,,,,,,,,,,
14010,The bathroom was more than enough.,1,,,,,,,,,,,,,,1,,,,,,,,,,,
14011,"The bathroom was newly renovated, so I was surprised that there was no shower.",,1,,,,,,,,,,,,,1,,,,,,,,,,1,
14012,The bathroom was no bathtub.,,1,,,,1,,,,,,,,,1,,,,,,,,,,,
14013,The bathroom was not cleaned very well.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
14014,"The bathroom was not great, shower doors not good at stopping the water! Also no extractor fan working in bathroom.",,1,,,,,,,,,,,,,1,,,,,,,,,,,
14015,The bathroom was not great.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
14016,"The bathroom was not up to the rest of the facility, for size, sanitary fixtures and malfunctioning of the shower head.",,1,,,1,1,,,,,,,,,1,,,,,,,,,,,
14017,"The bathroom was not very clean,.",,1,,1,,,,,,,,,,,1,,,,,,,,,,,
14018,The bathroom was old and dirty.,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
14019,The bathroom was outdated and I couldn?t take a proper shower because of a broken ?shower holder?.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
14020,The bathroom was part of the room and not it?s own space.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
14021,The bathroom was pretty old.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
14022,The bathroom was quite large and spacious.,1,,,,1,,,,,,,,,,1,,,,,,,,,,,
14023,"The bathroom was quite small and having the shower over the sink area, everything in the room gets wet when you shower.",,1,,,1,,,,,,,,,,1,,,,,,,,,,,
14024,"The bathroom was quite small, but ok.",,,1,,1,,,,,,,,,,1,,,,,,,,,,,
14025,"The bathroom was rather small, so it was a bit difficult to move much.",,1,,,1,,,,,,,,,,1,,,,,,,,,,1,
14026,The bathroom was really a hole without a bidet and with a very narrow sink.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
14027,The bathroom was really cold.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
14028,The bathroom was really cramped.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
14029,The bathroom was really nicely decorated as well.,1,,,,,,,,,,,,,,1,,,,,,,,,,,
14030,The bathroom was really small for a family room.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
14031,"The bathroom was really small, at night my daughter was cold, she only had a sheet on the sofa bed but we did not find blankets in the room and there was no one to ask.",,1,,,1,,,,,,,,,,1,,1,,,,,,,,,
14032,"The bathroom was really small, very difficult to take a shower.",,1,,,1,,,,,,,,,,1,,,,,,,,,,,
14033,"The bathroom was really tiny, not comfy.",,1,,,1,,,,,,,,,,1,,,,,,,,,,,
14034,The bathroom was renovated and clean.,1,,,1,,,,,,,,,,,1,,,,,,,,,,,
14035,The bathroom was ridiculously small.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
14036,The bathroom was small and cool.,1,,,,1,,,,,,,,,,1,,,,,,,,,,,
14037,The bathroom was small and smelled.,,1,,1,1,,,,,,,,,,1,,,,,,,,,,,
14038,The bathroom was small and the sink hung at hip heigh.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
14039,The bathroom was small and without ventilation.,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,
14040,The bathroom was smelly in the morning and it did not have any ventilation.,,1,,1,,1,,,,,,,,,1,,,,,,,,,,,
14041,The bathroom was spacious and you can open all the windows for fresh air.,1,,,,1,,,,,,,,,,1,,,,,,,,,,,
14042,The bathroom was spacious.,1,,,,1,,,,,,,,,,1,,,,,,,,,,,
14043,The bathroom was super modern.,1,,,,,,,,,,,,,,1,,,,,,,,,,,
